Ticker,Strategy,Starting Cash,Final Value,Profit Loss,Total Return %,Buy Hold Return %,Alpha %,Sharpe Ratio,Max Drawdown %,Invested Days,Exposure %,Total Trades,Completed Trades,Won,Lost,Win Rate %
AAPL,ARIMA,100000.0,117632.48120306055,17632.481203060554,17.632481203060557,93.43942095255622,-75.80693974949565,0.3721110715192676,-25.95463032220289,588,73.04347826086956,157,78,51,27,65.38461538461539
AAPL,E4_SignalVoting,100000.0,111535.13127775339,11535.13127775339,11.535131277753386,93.43942095255622,-81.90428967480284,0.283843095235765,-30.730104583166362,534,66.33540372670808,141,70,41,29,58.57142857142858
AAPL,E7_ConfidenceWeight,100000.0,111535.13127775339,11535.13127775339,11.535131277753386,93.43942095255622,-81.90428967480284,0.283843095235765,-30.730104583166362,534,66.33540372670808,141,70,41,29,58.57142857142858
AAPL,E6_ResidualHybrid,100000.0,110562.45278625855,10562.452786258553,10.562452786258557,93.43942095255622,-82.87696816629766,0.2760577160086391,-31.872271866867997,478,59.378881987577635,181,90,51,39,56.666666666666664
AAPL,LSTM,100000.0,109165.53335867381,9165.533358673812,9.165533358673805,93.43942095255622,-84.2738875938824,0.24943991280670857,-31.965168118907883,502,62.36024844720497,81,40,20,20,50.0
AAPL,E5_RegimeSwitch,100000.0,105933.7549603639,5933.754960363905,5.933754960363902,93.43942095255622,-87.50566599219232,0.1918015956031066,-28.65263357737865,496,61.61490683229813,145,72,45,27,62.5
AAPL,RandomForest,100000.0,94639.52284776275,-5360.477152237247,-5.360477152237242,93.43942095255622,-98.79989810479346,-0.05471890284680667,-34.537071491506445,345,42.857142857142854,285,142,83,59,58.45070422535211
AAPL,E1_EqualAverage,100000.0,92835.64643400618,-7164.353565993821,-7.164353565993819,93.43942095255622,-100.60377451855005,-0.07868344843400181,-33.46467602608146,418,51.925465838509325,239,119,68,51,57.14285714285714
AAPL,E2_LinearStacker,100000.0,92835.64643400618,-7164.353565993821,-7.164353565993819,93.43942095255622,-100.60377451855005,-0.07868344843400181,-33.46467602608146,418,51.925465838509325,239,119,68,51,57.14285714285714
AAPL,E3_RollingRMSE,100000.0,92289.20357887346,-7710.796421126535,-7.710796421126531,93.43942095255622,-101.15021737368275,-0.09091166687241252,-33.46467602608146,421,52.298136645962735,237,118,66,52,55.932203389830505
